T1_entry_date,symbol,cap_segment,side,iv_rank,trigger_ts,entry_ts,entry_price,hard_sl,t1_target,t2_target,hit_t1,exit_ts,exit_price,exit_reason,stop_distance,qty,realized_pnl,fee,net_pnl
2023-12-26,NSE:ABBOTINDIA,large_cap,LONG,0.03397410478726033,2023-12-26 11:00:00,2023-12-26 11:05:00,22599.25,22373.2575,22825.2425,23051.235,False,2023-12-26 11:55:00,22373.2575,stop,225.9925000000003,4,-903.9700000000012,79.01413396218,-982.9841339621812
2024-01-01,NSE:ABBOTINDIA,large_cap,LONG,0.03808638410208935,2024-01-01 11:00:00,2024-01-01 11:05:00,22851.85,22623.331499999997,23080.3685,23308.887000000002,False,2024-01-01 15:10:00,22755.35,time_stop,228.51850000000195,4,-386.0,79.5215036928,-465.5215036928
2024-01-09,NSE:ABBOTINDIA,large_cap,LONG,0.0668526077869139,2024-01-09 11:00:00,2024-01-09 11:05:00,23885.0,23646.15,24123.85,24362.699999999997,True,2024-01-09 15:10:00,24177.699999999997,time_stop,238.84999999999854,4,1170.7999999999956,102.29201662479998,1068.5079833751956
2024-02-02,NSE:ABBOTINDIA,large_cap,LONG,0.10532924575817766,2024-02-02 11:00:00,2024-02-02 11:05:00,28125.55,27844.2945,28406.8055,28688.060999999998,False,2024-02-02 12:20:00,27844.2945,stop,281.2554999999993,3,-843.7664999999979,76.895344385101,-920.6618443850989
2024-02-06,NSE:ABBOTINDIA,large_cap,LONG,0.0979234239000019,2024-02-06 11:00:00,2024-02-06 11:05:00,28200.0,27918.0,28482.0,28764.0,False,2024-02-06 12:45:00,27918.0,stop,282.0,3,-846.0,76.97394972399998,-922.973949724
2024-02-13,NSE:ABBOTINDIA,large_cap,LONG,0.13559320878117562,2024-02-13 11:00:00,2024-02-13 11:05:00,28646.3,28359.837,28932.763,29219.226,True,2024-02-13 15:10:00,28860.254333333334,time_stop,286.46299999999974,3,641.8630000000012,91.74858896617799,550.1144110338232
2024-02-14,NSE:ABBOTINDIA,large_cap,LONG,0.13316846049651176,2024-02-14 11:00:00,2024-02-14 11:05:00,29104.0,28812.96,29395.04,29686.08,True,2024-02-14 15:10:00,29358.346666666668,time_stop,291.0400000000009,3,763.0400000000009,93.28565977824002,669.7543402217609
2024-02-19,NSE:ABBOTINDIA,large_cap,LONG,0.07511341697107383,2024-02-19 11:00:00,2024-02-19 11:05:00,29436.95,29142.5805,29731.3195,30025.689000000002,False,2024-02-19 15:10:00,29567.15,time_stop,294.3695000000007,3,390.6000000000022,78.6460100938,311.9539899062022
2024-02-21,NSE:ABBOTINDIA,large_cap,SHORT,1.0,2024-02-21 11:00:00,2024-02-21 11:05:00,29200.05,29492.0505,28908.049499999997,28616.048999999995,False,2024-02-21 15:10:00,29127.1,time_stop,292.0005000000019,3,218.85000000000218,78.2668326187,140.5831673813022
2024-02-26,NSE:ABBOTINDIA,large_cap,SHORT,1.0,2024-02-26 11:00:00,2024-02-26 11:05:00,28208.3,28490.382999999998,27926.217,27644.134000000002,True,2024-02-26 13:00:00,27738.161666666667,t2,282.0829999999987,3,1410.4149999999936,89.34600187530998,1321.0689981246837
2024-03-01,NSE:ABBOTINDIA,large_cap,LONG,0.02170496847850724,2024-03-01 11:00:00,2024-03-01 11:05:00,28540.3,28254.897,28825.702999999998,29111.105999999996,False,2024-03-01 14:20:00,28254.897,stop,285.4029999999984,3,-856.2089999999953,77.333243166946,-933.5422431669413
2024-03-14,NSE:ABBOTINDIA,large_cap,LONG,0.06656529026243518,2024-03-14 11:00:00,2024-03-14 11:05:00,28247.35,27964.8765,28529.8235,28812.297,True,2024-03-14 13:05:00,28341.507833333333,breakeven_trail,282.47350000000006,3,282.47350000000006,90.24604784234097,192.2274521576591
2024-03-20,NSE:ABBOTINDIA,large_cap,SHORT,0.9038802501799629,2024-03-20 11:00:00,2024-03-20 11:05:00,27706.15,27983.2115,27429.0885,27152.027000000002,False,2024-03-20 15:10:00,27700.0,time_stop,277.0614999999998,3,18.450000000004366,76.6901798407,-58.24017984069563
