dims,k,cell,n,pf,wr,net,sharpe,n_months,win_mo_pct,lose_mo_pct,top_mo_pct
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=S85+ | R_size_bucket=2-3% | month=Jul,129,1.4489090319337425,58.91472868217055,17170.541656677386,0.4313128579145546,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Fri | month=Oct,136,1.4488222120671888,58.08823529411765,11730.597485143478,0.6070230125589244,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=mid_cap | rsi_severity_fine=S85+ | month=Jan,108,1.4486979438570817,62.96296296296296,14483.728118397188,0.23973911296441772,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=L<15 | R_size_bucket=3%+ | dow=Tue,104,1.4478716383948314,52.88461538461539,11112.95625998804,0.17179328389161866,13,46.2,53.8,105.3
"rsi_severity,dow,month",3,rsi_severity=moderate | dow=Thu | month=Nov,702,1.445804060171472,59.11680911680912,89345.54287529815,0.6680669434636569,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Mon | month=Jun,101,1.4420736646250836,61.386138613861384,7502.751640753134,1.0587545711397908,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=morning | rsi_severity_fine=S85+ | month=Feb,228,1.4419673542797191,59.210526315789465,31921.88087461984,0.30924211330971735,1,100.0,0.0,100.0
"direction,rsi_severity,R_size_bucket",3,direction=long | rsi_severity=deep | R_size_bucket=3%+,1416,1.4365895813891651,57.69774011299435,116546.88401285841,0.0791202831397605,13,46.2,53.8,79.6
"rsi_severity_fine,month",2,rsi_severity_fine=L<15 | month=Dec,243,1.4356766017855853,54.73251028806584,34067.22391829157,0.13761352136813593,1,100.0,0.0,100.0
"direction,rsi_severity_fine,month",3,direction=long | rsi_severity_fine=L<15 | month=Dec,243,1.4356766017855853,54.73251028806584,34067.22391829157,0.13761352136813593,1,100.0,0.0,100.0
"rsi_severity,rsi_severity_fine,month",3,rsi_severity=deep | rsi_severity_fine=L<15 | month=Dec,243,1.4356766017855853,54.73251028806584,34067.22391829157,0.13761352136813593,1,100.0,0.0,100.0
"rsi_severity_fine,month,quarter",3,rsi_severity_fine=L<15 | month=Dec | quarter=Q4,243,1.4356766017855853,54.73251028806584,34067.22391829157,0.13761352136813593,1,100.0,0.0,100.0
"rsi_severity_fine,month,confirmation_lag_min",3,rsi_severity_fine=L<15 | month=Dec | confirmation_lag_min=<=15,243,1.4356766017855853,54.73251028806584,34067.22391829157,0.13761352136813593,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Wed | quarter=Q4,289,1.4354189782138156,59.16955017301038,24956.13953778275,0.2689865378359328,3,33.3,66.7,127.0
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=1-2% | month=May,1320,1.4350664881425916,57.1969696969697,174885.536337482,0.1863201875026478,1,100.0,0.0,100.0
"direction,R_size_bucket,dow",3,direction=long | R_size_bucket=2-3% | dow=Wed,848,1.4336728259649572,54.48113207547169,110014.92751577396,0.09975150241339448,13,23.1,76.9,116.3
"rsi_severity,R_size_bucket,month",3,rsi_severity=deep | R_size_bucket=3%+ | month=Sep,428,1.432228588977158,56.77570093457944,40541.681895293295,0.3639941803355857,2,100.0,0.0,67.6
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S80-85 | R_size_bucket=3%+ | quarter=Q2,273,1.4302165130490199,60.43956043956044,21328.37213888222,0.25106242344198154,3,100.0,0.0,83.7
"direction,cap_segment,R_size_bucket",3,direction=long | cap_segment=mid_cap | R_size_bucket=3%+,798,1.4266846092859222,58.1453634085213,62076.22864828379,0.08865632503507838,13,69.2,30.8,71.0
"dow,month",2,dow=Thu | month=Nov,1233,1.4264288506045724,58.556366585563666,153811.8719370736,0.9563404015612319,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Thu | month=Nov | quarter=Q4,1233,1.4264288506045724,58.556366585563666,153811.8719370736,0.9563404015612319,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Thu | month=Nov | confirmation_lag_min=<=15,1233,1.4264288506045724,58.556366585563666,153811.8719370736,0.9563404015612319,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Mon | month=Nov,481,1.426008763687011,57.58835758835759,64036.22996656196,1.9741902980473511,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,quarter",3,cap_segment=small_cap | rsi_severity_fine=S85+ | quarter=Q1,458,1.4259329654815105,58.951965065502186,61430.58669861134,0.2676715037336973,3,100.0,0.0,46.1
"cap_segment,rsi_severity_fine,month",3,cap_segment=mid_cap | rsi_severity_fine=L15-20 | month=Jun,194,1.4258026345351544,57.73195876288659,19982.08658674226,0.2143538992631921,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,R_size_bucket",3,cap_segment=large_cap | rsi_severity_fine=L20-25 | R_size_bucket=3%+,182,1.4228342440721864,51.098901098901095,12490.186740306368,0.1384991178994579,13,53.8,46.2,65.1
"cap_segment,R_size_bucket,month",3,cap_segment=small_cap | R_size_bucket=3%+ | month=Apr,358,1.4193796148186784,62.849162011173185,25856.317286470807,0.16175704609338465,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=3%+ | month=Sep,595,1.4186460109487986,58.655462184873954,54212.98443235579,0.3411664142982766,2,100.0,0.0,54.8
"direction,cap_segment,month",3,direction=long | cap_segment=small_cap | month=May,1141,1.4175434421497721,56.61700262927257,134874.98865896557,0.19457968131085804,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L15-20 | R_size_bucket=1-2% | month=May,356,1.4173496877081593,57.58426966292135,47490.285645564756,0.17481258200563635,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L<15 | dow=Tue | month=Mar,138,1.4153696890400773,58.69565217391305,16000.149555080747,0.323872301809426,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L20-25 | R_size_bucket=1-2% | month=May,823,1.4153228989360644,56.74362089914945,103606.22102338797,0.18481799801450946,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Tue | month=Sep,129,1.4150829069777586,55.81395348837209,11505.290913958721,0.35464062406470115,2,100.0,0.0,57.4
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S85+ | dow=Thu | quarter=Q4,301,1.4148103870226405,57.80730897009967,38235.45333796031,0.5039324234088838,3,100.0,0.0,45.7
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Wed | month=May,505,1.4126184683907124,56.83168316831683,65440.37971970184,0.2523125735666219,1,100.0,0.0,100.0
"tod_bucket,dow,quarter",3,tod_bucket=afternoon | dow=Thu | quarter=Q3,601,1.4126070064926102,50.91514143094842,60256.03127825566,0.12421160241650764,4,50.0,50.0,155.4
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S75-80 | month=Feb,483,1.4116549493630457,58.7991718426501,62542.89462798382,0.34216612803778046,1,100.0,0.0,100.0
"direction,R_size_bucket,quarter",3,direction=short | R_size_bucket=3%+ | quarter=Q3,1121,1.4109513567102363,59.768064228367535,97462.60242280593,0.3605011728263849,4,100.0,0.0,46.8
"tod_bucket,rsi_severity,R_size_bucket",3,tod_bucket=morning | rsi_severity=deep | R_size_bucket=3%+,3156,1.4101829153033238,58.74524714828897,280501.94386062055,0.16561890137349378,13,84.6,15.4,36.1
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Fri | month=Oct,112,1.4072495531223093,58.03571428571429,12958.94470886267,0.8546848083023761,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,dow",3,tod_bucket=afternoon | rsi_severity_fine=L15-20 | dow=Thu,243,1.4071229183304157,51.028806584362144,22368.769985077037,0.10527135307851786,13,53.8,46.2,122.5
"rsi_severity_fine,R_size_bucket",2,rsi_severity_fine=L<15 | R_size_bucket=3%+,629,1.4068072796509477,55.643879173290934,52127.009787918534,0.0885420509479259,13,38.5,61.5,79.1
"direction,rsi_severity_fine,R_size_bucket",3,direction=long | rsi_severity_fine=L<15 | R_size_bucket=3%+,629,1.4068072796509477,55.643879173290934,52127.009787918534,0.0885420509479259,13,38.5,61.5,79.1
"rsi_severity,rsi_severity_fine,R_size_bucket",3,rsi_severity=deep | rsi_severity_fine=L<15 | R_size_bucket=3%+,629,1.4068072796509477,55.643879173290934,52127.009787918534,0.0885420509479259,13,38.5,61.5,79.1
"rsi_severity_fine,R_size_bucket,confirmation_lag_min",3,rsi_severity_fine=L<15 | R_size_bucket=3%+ | confirmation_lag_min=<=15,629,1.4068072796509477,55.643879173290934,52127.009787918534,0.0885420509479259,13,38.5,61.5,79.1
"cap_segment,dow,month",3,cap_segment=large_cap | dow=Tue | month=Jan,321,1.405547821048943,57.009345794392516,47353.65200654433,0.3868022385197029,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=0.5-1% | dow=Mon | month=Nov,255,1.4050434497733706,58.03921568627452,36658.03652956535,1.5741353486627268,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Fri | month=Mar,119,1.4050301859925456,61.34453781512605,13596.233757814225,2.539616598005573,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=2-3% | dow=Tue | quarter=Q1,611,1.4024866774034306,57.446808510638306,73061.0243136366,0.32713716596323505,3,66.7,33.3,100.0
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Thu | month=Nov,531,1.4022025469235218,57.81544256120527,64466.329061775454,2.2054320827425196,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=L15-20 | month=Jun,196,1.3999095008518891,55.10204081632652,20225.373439932668,0.22625642606783086,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S80-85 | dow=Thu | quarter=Q4,409,1.3983006770011228,60.391198044009776,50066.5546129669,0.38783273398930845,3,66.7,33.3,90.5
"cap_segment,R_size_bucket,quarter",3,cap_segment=large_cap | R_size_bucket=3%+ | quarter=Q3,153,1.396763042814498,57.51633986928104,11163.050562924094,0.145977283854131,4,75.0,25.0,46.0
"rsi_severity,R_size_bucket,dow",3,rsi_severity=deep | R_size_bucket=3%+ | dow=Mon,1099,1.395586748210192,60.14558689717925,82715.93173820083,0.11681142107566732,13,46.2,53.8,118.2
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S75-80 | R_size_bucket=3%+ | dow=Fri,279,1.3938105632202167,62.00716845878136,21091.20055061784,0.19416978195029155,13,76.9,23.1,41.8
"direction,R_size_bucket,dow",3,direction=short | R_size_bucket=3%+ | dow=Thu,824,1.3922276515884975,58.616504854368934,70451.41740626948,0.34111123287193523,13,69.2,30.8,38.1
"tod_bucket,R_size_bucket,dow",3,tod_bucket=mid | R_size_bucket=2-3% | dow=Thu,234,1.3921586020163172,58.97435897435898,22014.930893606415,0.26727087110799425,13,69.2,30.8,27.0
"rsi_severity,dow,month",3,rsi_severity=deep | dow=Mon | month=Nov,628,1.39158958851789,56.21019108280255,74069.48476749347,1.474797827755566,1,100.0,0.0,100.0
"dow,month",2,dow=Mon | month=Nov,1377,1.390084337195755,56.86274509803921,162435.42508833745,1.6576509414014382,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Mon | month=Nov | quarter=Q4,1377,1.390084337195755,56.86274509803921,162435.42508833745,1.6576509414014382,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Mon | month=Nov | confirmation_lag_min=<=15,1377,1.390084337195755,56.86274509803921,162435.42508833745,1.6576509414014382,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,dow",3,rsi_severity_fine=S80-85 | R_size_bucket=3%+ | dow=Thu,241,1.389108211292435,58.09128630705395,19933.893619540097,0.26976735903965193,13,76.9,23.1,34.0
"rsi_severity,dow,month",3,rsi_severity=moderate | dow=Mon | month=Nov,749,1.388831502578273,57.409879839786385,88365.94032084399,1.005780394583901,1,100.0,0.0,100.0
"direction,dow,quarter",3,direction=long | dow=Wed | quarter=Q1,1961,1.387199883652896,56.09382967873534,300589.99122613773,0.12874025545585469,3,33.3,66.7,199.9
"cap_segment,rsi_severity_fine,dow",3,cap_segment=mid_cap | rsi_severity_fine=L<15 | dow=Wed,263,1.384042968470896,55.13307984790875,36204.30939011998,0.11079352201862988,13,53.8,46.2,130.6
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Fri | month=May,209,1.3833646550672978,54.066985645933016,12642.549067360864,0.5251170607166764,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=0.5-1% | dow=Thu | month=Nov,234,1.3816442343455524,56.837606837606835,32886.51437470023,0.45548944945899356,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,month",3,tod_bucket=morning | R_size_bucket=2-3% | month=Feb,884,1.3805774409950422,55.203619909502265,112352.57890219144,0.1656669004350216,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,dow",3,cap_segment=mid_cap | R_size_bucket=3%+ | dow=Wed,328,1.3786875035173007,59.756097560975604,24834.514163446955,0.25420643371006774,13,69.2,30.8,33.4
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Fri | month=Oct,400,1.3786388149120188,57.49999999999999,33923.97885805108,0.31612848883463457,1,100.0,0.0,100.0
"direction,dow,quarter",3,direction=long | dow=Wed | quarter=Q2,1488,1.3745558894906167,55.98118279569893,170143.11472751937,0.15855701180978357,3,33.3,66.7,153.2
"R_size_bucket,dow,quarter",3,R_size_bucket=3%+ | dow=Tue | quarter=Q3,288,1.3699286993726756,57.638888888888886,21102.555629779796,0.35035481839349325,4,100.0,0.0,31.3
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L<15 | R_size_bucket=2-3% | month=Feb,110,1.3690003463686702,51.81818181818182,14093.74985268109,0.11145022060449686,1,100.0,0.0,100.0
"rsi_severity_fine,dow,quarter",3,rsi_severity_fine=S85+ | dow=Fri | quarter=Q3,261,1.368484295085751,59.00383141762452,30923.69312657757,0.6515735201562699,4,75.0,25.0,51.5
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=L20-25 | month=May,722,1.368296172184687,57.340720221606645,76797.15550570935,0.17874844066999832,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,dow",3,tod_bucket=morning | R_size_bucket=3%+ | dow=Tue,887,1.3663343845129698,56.59526493799324,75113.74822353106,0.2629328216377122,13,76.9,23.1,39.6
"direction,R_size_bucket,month",3,direction=short | R_size_bucket=3%+ | month=Feb,279,1.3645898051642467,58.78136200716846,24396.129532544808,0.3216114387288953,1,100.0,0.0,100.0
"R_size_bucket,month",2,R_size_bucket=3%+ | month=Aug,359,1.3636851593542751,60.44568245125348,26015.437887266657,0.5608586725458621,1,100.0,0.0,100.0
"R_size_bucket,month,quarter",3,R_size_bucket=3%+ | month=Aug | quarter=Q3,359,1.3636851593542751,60.44568245125348,26015.437887266657,0.5608586725458621,1,100.0,0.0,100.0
"R_size_bucket,month,confirmation_lag_min",3,R_size_bucket=3%+ | month=Aug | confirmation_lag_min=<=15,359,1.3636851593542751,60.44568245125348,26015.437887266657,0.5608586725458621,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,month",3,rsi_severity=deep | R_size_bucket=2-3% | month=Feb,474,1.362886481053962,54.43037974683544,57960.862709980545,0.1362759775159145,1,100.0,0.0,100.0
"direction,R_size_bucket,quarter",3,direction=long | R_size_bucket=3%+ | quarter=Q4,586,1.3624270733932302,53.7542662116041,44767.42033217929,0.1323975631121026,3,100.0,0.0,54.7
"direction,tod_bucket,month",3,direction=long | tod_bucket=afternoon | month=Feb,401,1.3613376617223707,52.867830423940156,34982.915324910675,0.3210335741710157,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L20-25 | dow=Tue | month=Jan,496,1.3608195671519183,55.846774193548384,71776.22310351851,0.34323523703073805,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S85+ | month=Jun,243,1.3603568810126736,58.43621399176955,24595.11674379256,0.3742771150839987,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,month",3,cap_segment=small_cap | rsi_severity_fine=S85+ | month=Oct,171,1.3602592646653966,57.30994152046783,19520.063890391168,0.3062049712057694,1,100.0,0.0,100.0
"cap_segment,rsi_severity,R_size_bucket",3,cap_segment=mid_cap | rsi_severity=deep | R_size_bucket=3%+,1087,1.357426076062601,58.04967801287948,79562.63795792821,0.11488018126881153,13,92.3,7.7,44.4
"tod_bucket,rsi_severity_fine,month",3,tod_bucket=mid | rsi_severity_fine=L15-20 | month=Sep,339,1.3563393546747762,55.16224188790561,36847.73846808073,0.11465506579706868,2,50.0,50.0,171.6
"rsi_severity,R_size_bucket,quarter",3,rsi_severity=deep | R_size_bucket=3%+ | quarter=Q3,878,1.3551143298456743,57.061503416856496,68995.27330516938,0.3488061654630784,4,100.0,0.0,39.7
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=S75-80 | R_size_bucket=2-3% | quarter=Q1,876,1.3545097210912098,58.9041095890411,86406.6744152173,0.19664252223964418,3,100.0,0.0,69.5
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Wed | month=May,245,1.3535270505920525,55.51020408163265,23256.971550423576,0.21843178716106287,1,100.0,0.0,100.0
"R_size_bucket,dow,quarter",3,R_size_bucket=2-3% | dow=Wed | quarter=Q1,601,1.3532530402712584,55.40765391014975,68457.6811532171,0.14169281583996807,3,33.3,66.7,168.8
"rsi_severity_fine,dow,month",3,rsi_severity_fine=L15-20 | dow=Tue | month=Mar,269,1.352410837105673,58.7360594795539,27469.945965966897,0.21195416282714516,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,R_size_bucket",3,tod_bucket=morning | rsi_severity_fine=S80-85 | R_size_bucket=3%+,893,1.3514561451491256,59.79843225083986,72169.69315410513,0.20842228460244025,13,84.6,15.4,22.0
"R_size_bucket,month",2,R_size_bucket=2-3% | month=Feb,1066,1.3510849313344728,54.690431519699814,120344.29745294868,0.17043137690952614,1,100.0,0.0,100.0
"R_size_bucket,month,quarter",3,R_size_bucket=2-3% | month=Feb | quarter=Q1,1066,1.3510849313344728,54.690431519699814,120344.29745294868,0.17043137690952614,1,100.0,0.0,100.0
"R_size_bucket,month,confirmation_lag_min",3,R_size_bucket=2-3% | month=Feb | confirmation_lag_min=<=15,1066,1.3510849313344728,54.690431519699814,120344.29745294868,0.17043137690952614,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Thu | month=Sep,331,1.350703301157732,57.70392749244713,33343.29865386727,0.4972307474439585,2,100.0,0.0,74.2
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Thu | month=Jan,189,1.3492798361206662,59.78835978835979,17918.34908435734,0.35777916085188893,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Tue | month=Mar,115,1.3487861739027318,53.91304347826087,7934.3481790323185,0.4227089484811852,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Fri | month=Jun,421,1.3437273832333358,56.53206650831354,33136.93387144096,0.41008523144090164,1,100.0,0.0,100.0
"rsi_severity,R_size_bucket,dow",3,rsi_severity=deep | R_size_bucket=3%+ | dow=Thu,661,1.3421410366509638,55.975794251134644,52803.988737009626,0.3582801923465826,13,69.2,30.8,37.2
"direction,dow,month",3,direction=long | dow=Fri | month=May,1163,1.3419414057922046,56.23387790197765,103777.89792320067,0.31819143142692863,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L15-20 | R_size_bucket=3%+ | quarter=Q4,176,1.3409389215164804,53.40909090909091,13149.858161741857,0.128046117449844,3,100.0,0.0,76.4
"rsi_severity,R_size_bucket,month",3,rsi_severity=moderate | R_size_bucket=2-3% | month=Feb,592,1.3407877632615357,54.89864864864865,62383.43474296812,0.19842050147678855,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S80-85 | dow=Thu | month=May,213,1.3387042323255165,53.051643192488264,25127.847702035302,0.27444151187401394,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Thu | month=Nov,179,1.3381366346441161,56.98324022346368,15298.039670471873,1.0792422571101485,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,quarter",3,tod_bucket=morning | R_size_bucket=3%+ | quarter=Q3,1181,1.33498298313032,58.001693480101615,87676.99798195991,0.32853373827495885,4,100.0,0.0,33.9
"R_size_bucket,dow,month",3,R_size_bucket=3%+ | dow=Mon | month=Nov,128,1.3339615313244693,56.25,9516.321011153806,0.480989313416244,1,100.0,0.0,100.0
"dow,month",2,dow=Wed | month=May,1271,1.3337554043386526,56.726986624704956,132694.56021224085,0.2179126385233153,1,100.0,0.0,100.0
"dow,month,quarter",3,dow=Wed | month=May | quarter=Q2,1271,1.3337554043386526,56.726986624704956,132694.56021224085,0.2179126385233153,1,100.0,0.0,100.0
"dow,month,confirmation_lag_min",3,dow=Wed | month=May | confirmation_lag_min=<=15,1271,1.3337554043386526,56.726986624704956,132694.56021224085,0.2179126385233153,1,100.0,0.0,100.0
"tod_bucket,R_size_bucket,dow",3,tod_bucket=morning | R_size_bucket=3%+ | dow=Thu,925,1.333363438921503,56.21621621621622,69937.19960366347,0.31329260018433125,13,69.2,30.8,38.8
"tod_bucket,rsi_severity_fine,R_size_bucket",3,tod_bucket=morning | rsi_severity_fine=S85+ | R_size_bucket=3%+,974,1.3333481169431929,57.28952772073922,81224.06556224068,0.2101381372934709,13,76.9,23.1,26.0
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=1-2% | month=Jun,1173,1.3330716282990416,54.6462063086104,107745.76280696983,0.15149224449719306,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Thu | month=Jun,335,1.331815874733903,57.3134328358209,32896.70960873573,0.795985080324458,1,100.0,0.0,100.0
"R_size_bucket,dow,month",3,R_size_bucket=2-3% | dow=Wed | month=Oct,301,1.3312973717871595,56.14617940199336,25613.78427410973,0.2412476716478248,1,100.0,0.0,100.0
"direction,tod_bucket,R_size_bucket",3,direction=long | tod_bucket=morning | R_size_bucket=3%+,2215,1.3303648842474958,55.71106094808126,143132.56447661849,0.07202215440282549,13,61.5,38.5,81.5
"rsi_severity_fine,month",2,rsi_severity_fine=L<15 | month=May,269,1.3291544298217417,53.159851301115246,26106.078514824152,0.1570522352290327,1,100.0,0.0,100.0
"direction,rsi_severity_fine,month",3,direction=long | rsi_severity_fine=L<15 | month=May,269,1.3291544298217417,53.159851301115246,26106.078514824152,0.1570522352290327,1,100.0,0.0,100.0
"rsi_severity,rsi_severity_fine,month",3,rsi_severity=deep | rsi_severity_fine=L<15 | month=May,269,1.3291544298217417,53.159851301115246,26106.078514824152,0.1570522352290327,1,100.0,0.0,100.0
"rsi_severity_fine,month,quarter",3,rsi_severity_fine=L<15 | month=May | quarter=Q2,269,1.3291544298217417,53.159851301115246,26106.078514824152,0.1570522352290327,1,100.0,0.0,100.0
"rsi_severity_fine,month,confirmation_lag_min",3,rsi_severity_fine=L<15 | month=May | confirmation_lag_min=<=15,269,1.3291544298217417,53.159851301115246,26106.078514824152,0.1570522352290327,1,100.0,0.0,100.0
"cap_segment,dow,month",3,cap_segment=small_cap | dow=Fri | month=Mar,332,1.3287517297650957,59.337349397590366,39422.6724737313,1.3074663760154814,1,100.0,0.0,100.0
"cap_segment,tod_bucket,R_size_bucket",3,cap_segment=mid_cap | tod_bucket=morning | R_size_bucket=3%+,1639,1.3273447038191555,57.96217205613179,109172.1732546182,0.12247378158208544,13,100.0,0.0,38.6
"rsi_severity_fine,R_size_bucket,month",3,rsi_severity_fine=L<15 | R_size_bucket=1-2% | month=Dec,136,1.3262494961671074,54.41176470588235,14880.055621227115,0.11886379224394816,1,100.0,0.0,100.0
"direction,R_size_bucket,month",3,direction=long | R_size_bucket=3%+ | month=Oct,351,1.3256152249899302,54.98575498575499,24486.286338482292,0.12475395297252158,1,100.0,0.0,100.0
"tod_bucket,rsi_severity_fine,quarter",3,tod_bucket=morning | rsi_severity_fine=L<15 | quarter=Q2,985,1.3232448260464997,58.37563451776649,95589.53655830512,0.08289448226938818,3,100.0,0.0,57.9
"cap_segment,R_size_bucket,month",3,cap_segment=mid_cap | R_size_bucket=2-3% | month=Feb,355,1.3228248396435216,53.239436619718305,37014.349025375865,0.1369666380979187,1,100.0,0.0,100.0
"cap_segment,rsi_severity_fine,dow",3,cap_segment=mid_cap | rsi_severity_fine=S85+ | dow=Thu,415,1.3226199389377549,57.10843373493976,43330.23232948545,0.25959739695807127,13,69.2,30.8,27.8
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Tue | month=Jun,624,1.3223208099188095,60.256410256410255,63918.04936130838,0.5062995244990475,1,100.0,0.0,100.0
"rsi_severity_fine,dow,month",3,rsi_severity_fine=S75-80 | dow=Thu | month=Sep,581,1.3210172708667511,56.62650602409639,51741.979235870866,0.4162925539453116,2,50.0,50.0,108.0
"tod_bucket,rsi_severity_fine,R_size_bucket",3,tod_bucket=afternoon | rsi_severity_fine=S80-85 | R_size_bucket=3%+,114,1.320145773206055,60.526315789473685,4521.75143428608,0.10374755245468457,13,53.8,46.2,113.8
"cap_segment,R_size_bucket,month",3,cap_segment=small_cap | R_size_bucket=3%+ | month=Aug,217,1.3200507985582715,60.82949308755761,15694.63633989964,0.418537371239593,1,100.0,0.0,100.0
"direction,dow,quarter",3,direction=short | dow=Thu | quarter=Q4,1617,1.318877421150565,58.56524427952999,162946.16689816833,0.34781688803975735,3,66.7,33.3,97.3
"cap_segment,R_size_bucket,month",3,cap_segment=large_cap | R_size_bucket=2-3% | month=Mar,207,1.3187418027697315,56.038647342995176,17863.85450893761,0.2328388769367558,1,100.0,0.0,100.0
"cap_segment,R_size_bucket,dow",3,cap_segment=mid_cap | R_size_bucket=3%+ | dow=Tue,322,1.3181140499961,57.7639751552795,21822.192026418743,0.18946664645690983,13,76.9,23.1,43.8
"rsi_severity,R_size_bucket",2,rsi_severity=deep | R_size_bucket=3%+,3713,1.3175367260871513,57.60840290869916,257462.6205785463,0.15058259088157633,13,84.6,15.4,38.8
"rsi_severity,R_size_bucket,confirmation_lag_min",3,rsi_severity=deep | R_size_bucket=3%+ | confirmation_lag_min=<=15,3713,1.3175367260871513,57.60840290869916,257462.6205785463,0.15058259088157633,13,84.6,15.4,38.8
"direction,R_size_bucket,dow",3,direction=short | R_size_bucket=3%+ | dow=Tue,707,1.3172649241974592,58.13295615275813,50006.775332966165,0.25064963923494293,13,76.9,23.1,30.2
"tod_bucket,rsi_severity,month",3,tod_bucket=afternoon | rsi_severity=deep | month=Aug,177,1.3171595111825654,55.932203389830505,15834.3592381214,0.09392254875334,1,100.0,0.0,100.0
"rsi_severity_fine,R_size_bucket,quarter",3,rsi_severity_fine=L20-25 | R_size_bucket=2-3% | quarter=Q2,655,1.3164735969848163,54.961832061068705,46661.20618991972,0.1039127450382235,3,66.7,33.3,118.5
"direction,dow,month",3,direction=short | dow=Thu | month=Sep,1064,1.3156814160849621,57.70676691729323,96713.77274838055,0.4949268530391542,2,50.0,50.0,107.3
